ping_id,vehicle_id,operator_id,lat,lon,speed_kmph,recorded_at,received_at
P-0001896,V-06,5,19.149162,72.861035,16.0,2026-06-16 07:15:15+05:30,2026-06-16 07:15:16+05:30
P-0001897,V-06,5,19.148205,72.861182,20.9,2026-06-16 07:15:36+05:30,2026-06-16 07:15:37+05:30
P-0001898,V-06,5,19.147446,72.861198,16.5,2026-06-16 07:15:58+05:30,2026-06-16 07:15:59+05:30
P-0001899,V-06,5,19.146577,72.861563,17.8,2026-06-16 07:16:17+05:30,2026-06-16 07:16:19+05:30
P-0001900,V-06,5,19.145838,72.861705,13.2,2026-06-16 07:16:40+05:30,2026-06-16 07:16:44+05:30
P-0001901,V-06,5,19.145084,72.861844,15.5,2026-06-16 07:16:57+05:30,2026-06-16 07:16:59+05:30
P-0001902,V-06,5,19.14434,72.861929,14.3,2026-06-16 07:17:16+05:30,2026-06-16 07:17:18+05:30
P-0001903,V-06,5,19.143572,72.862176,17.4,2026-06-16 07:17:37+05:30,2026-06-16 07:17:40+05:30
P-0001904,V-06,5,19.142846,72.862372,16.6,2026-06-16 07:17:59+05:30,2026-06-16 07:18:03+05:30
P-0001905,V-06,5,19.142079,72.86245,15.6,2026-06-16 07:18:19+05:30,2026-06-16 07:18:20+05:30
P-0001906,V-06,5,19.141318,72.862505,14.2,2026-06-16 07:18:39+05:30,2026-06-16 07:18:40+05:30
P-0001907,V-06,5,19.140474,72.862796,19.5,2026-06-16 07:19:00+05:30,2026-06-16 07:19:01+05:30
P-0001908,V-06,5,19.13971,72.862983,15.6,2026-06-16 07:19:18+05:30,2026-06-16 07:19:21+05:30
P-0001909,V-06,5,19.139018,72.863,13.7,2026-06-16 07:19:39+05:30,2026-06-16 07:19:43+05:30
P-0001910,V-06,5,19.138202,72.863335,18.1,2026-06-16 07:19:58+05:30,2026-06-16 07:20:00+05:30
P-0001911,V-06,5,19.137536,72.86337,13.2,2026-06-16 07:20:17+05:30,2026-06-16 07:20:19+05:30
P-0001912,V-06,5,19.136868,72.86348,13.7,2026-06-16 07:20:36+05:30,2026-06-16 07:20:39+05:30
P-0001913,V-06,5,19.135925,72.863691,20.4,2026-06-16 07:20:57+05:30,2026-06-16 07:21:00+05:30
P-0001914,V-06,5,19.135201,72.863874,14.9,2026-06-16 07:21:19+05:30,2026-06-16 07:21:20+05:30
P-0001915,V-06,5,19.13414,72.864049,23.3,2026-06-16 07:21:42+05:30,2026-06-16 07:21:43+05:30
P-0001916,V-06,5,19.13359,72.864115,11.1,2026-06-16 07:22:02+05:30,2026-06-16 07:22:05+05:30
P-0001917,V-06,5,19.132899,72.864397,13.4,2026-06-16 07:22:19+05:30,2026-06-16 07:22:23+05:30
P-0001918,V-06,5,19.132082,72.864547,17.8,2026-06-16 07:22:39+05:30,2026-06-16 07:22:41+05:30
P-0001919,V-06,5,19.131189,72.864762,17.7,2026-06-16 07:23:01+05:30,2026-06-16 07:23:05+05:30
P-0001920,V-06,5,19.13045,72.864969,13.6,2026-06-16 07:23:24+05:30,2026-06-16 07:23:25+05:30
P-0001921,V-06,5,19.129573,72.865051,17.0,2026-06-16 07:23:44+05:30,2026-06-16 07:23:45+05:30
P-0001922,V-06,5,19.128725,72.86514,17.8,2026-06-16 07:24:03+05:30,2026-06-16 07:24:04+05:30
P-0001923,V-06,5,19.128084,72.865268,11.6,2026-06-16 07:24:26+05:30,2026-06-16 07:24:29+05:30
P-0001924,V-06,5,19.127146,72.865566,20.6,2026-06-16 07:24:49+05:30,2026-06-16 07:24:53+05:30
P-0001925,V-06,5,19.126459,72.865682,12.1,2026-06-16 07:25:08+05:30,2026-06-16 07:25:11+05:30
P-0001926,V-06,5,19.125734,72.865842,16.6,2026-06-16 07:25:25+05:30,2026-06-16 07:25:27+05:30
P-0001927,V-06,5,19.124885,72.865873,17.5,2026-06-16 07:25:44+05:30,2026-06-16 07:25:45+05:30
P-0001928,V-06,5,19.124125,72.865867,14.4,2026-06-16 07:26:06+05:30,2026-06-16 07:26:10+05:30
P-0001929,V-06,5,19.123287,72.865881,17.2,2026-06-16 07:26:24+05:30,2026-06-16 07:26:27+05:30
P-0001930,V-06,5,19.122647,72.865876,13.5,2026-06-16 07:26:43+05:30,2026-06-16 07:26:46+05:30
P-0001931,V-06,5,19.121702,72.865893,19.0,2026-06-16 07:27:06+05:30,2026-06-16 07:27:10+05:30
P-0001932,V-06,5,19.121108,72.866023,13.8,2026-06-16 07:27:25+05:30,2026-06-16 07:27:28+05:30
P-0001933,V-06,5,19.120251,72.866004,17.3,2026-06-16 07:27:46+05:30,2026-06-16 07:27:49+05:30
P-0001934,V-06,5,19.119272,72.866186,18.8,2026-06-16 07:28:08+05:30,2026-06-16 07:28:12+05:30
P-0001935,V-06,5,19.118741,72.866237,10.2,2026-06-16 07:28:26+05:30,2026-06-16 07:28:30+05:30
P-0001936,V-06,5,19.117953,72.86636,17.1,2026-06-16 07:28:44+05:30,2026-06-16 07:28:46+05:30
P-0001937,V-06,5,19.117017,72.866391,19.7,2026-06-16 07:29:06+05:30,2026-06-16 07:29:08+05:30
P-0001938,V-06,5,19.116265,72.866505,13.7,2026-06-16 07:29:25+05:30,2026-06-16 07:29:28+05:30
P-0001939,V-06,5,19.115611,72.86651,14.6,2026-06-16 07:29:47+05:30,2026-06-16 07:29:48+05:30
P-0001940,V-06,5,19.114829,72.866431,15.6,2026-06-16 07:30:05+05:30,2026-06-16 07:30:09+05:30
P-0001941,V-06,5,19.113973,72.866681,19.5,2026-06-16 07:30:26+05:30,2026-06-16 07:30:30+05:30
P-0001942,V-06,5,19.113262,72.866587,12.8,2026-06-16 07:30:47+05:30,2026-06-16 07:30:51+05:30
P-0001943,V-06,5,19.112351,72.866654,20.0,2026-06-16 07:31:05+05:30,2026-06-16 07:31:07+05:30
P-0001944,V-06,5,19.111667,72.866786,12.3,2026-06-16 07:31:27+05:30,2026-06-16 07:31:31+05:30
P-0001945,V-06,5,19.110833,72.86679,15.5,2026-06-16 07:31:48+05:30,2026-06-16 07:31:50+05:30
P-0001946,V-06,5,19.110059,72.866782,14.1,2026-06-16 07:32:08+05:30,2026-06-16 07:32:10+05:30
P-0001947,V-06,5,19.109111,72.866907,19.5,2026-06-16 07:32:30+05:30,2026-06-16 07:32:34+05:30
P-0001948,V-06,5,19.108345,72.867038,17.0,2026-06-16 07:32:53+05:30,2026-06-16 07:32:54+05:30
P-0001949,V-06,5,19.107421,72.867003,17.6,2026-06-16 07:33:13+05:30,2026-06-16 07:33:16+05:30
P-0001950,V-06,5,19.106709,72.867122,16.0,2026-06-16 07:33:35+05:30,2026-06-16 07:33:38+05:30
P-0001951,V-06,5,19.105996,72.867102,15.9,2026-06-16 07:33:53+05:30,2026-06-16 07:33:56+05:30
P-0001952,V-06,5,19.105141,72.867145,16.2,2026-06-16 07:34:11+05:30,2026-06-16 07:34:15+05:30
P-0001953,V-06,5,19.104513,72.867254,11.0,2026-06-16 07:34:29+05:30,2026-06-16 07:34:30+05:30
P-0001954,V-06,5,19.10378,72.867088,14.4,2026-06-16 07:34:47+05:30,2026-06-16 07:34:48+05:30
P-0001955,V-06,5,19.102877,72.867262,17.7,2026-06-16 07:35:10+05:30,2026-06-16 07:35:11+05:30
P-0001956,V-06,5,19.102369,72.867108,11.6,2026-06-16 07:35:27+05:30,2026-06-16 07:35:29+05:30
P-0001957,V-06,5,19.10157,72.867129,16.0,2026-06-16 07:35:47+05:30,2026-06-16 07:35:50+05:30
P-0001958,V-06,5,19.100512,72.867222,20.0,2026-06-16 07:36:09+05:30,2026-06-16 07:36:11+05:30
P-0001959,V-06,5,19.099729,72.867205,15.1,2026-06-16 07:36:30+05:30,2026-06-16 07:36:32+05:30
P-0001960,V-06,5,19.099052,72.867097,12.7,2026-06-16 07:36:51+05:30,2026-06-16 07:36:54+05:30
P-0001961,V-06,5,19.098172,72.867044,16.4,2026-06-16 07:37:11+05:30,2026-06-16 07:37:15+05:30
P-0001962,V-06,5,19.097304,72.867108,16.5,2026-06-16 07:37:33+05:30,2026-06-16 07:37:34+05:30
P-0001963,V-06,5,19.096396,72.867231,19.4,2026-06-16 07:37:55+05:30,2026-06-16 07:37:56+05:30
P-0001964,V-06,5,19.095576,72.867014,17.7,2026-06-16 07:38:17+05:30,2026-06-16 07:38:21+05:30
P-0001965,V-06,5,19.094858,72.86709,15.3,2026-06-16 07:38:36+05:30,2026-06-16 07:38:38+05:30
P-0001966,V-06,5,19.09393,72.867091,18.5,2026-06-16 07:38:58+05:30,2026-06-16 07:39:02+05:30
P-0001967,V-06,5,19.09323,72.867097,14.9,2026-06-16 07:39:19+05:30,2026-06-16 07:39:20+05:30
P-0001968,V-06,5,19.092422,72.867139,14.4,2026-06-16 07:39:36+05:30,2026-06-16 07:39:37+05:30
P-0001969,V-06,5,19.091648,72.867091,16.4,2026-06-16 07:39:57+05:30,2026-06-16 07:40:00+05:30
P-0001970,V-06,5,19.090917,72.867023,13.3,2026-06-16 07:40:18+05:30,2026-06-16 07:40:21+05:30
P-0001971,V-06,5,19.090049,72.867176,16.3,2026-06-16 07:40:40+05:30,2026-06-16 07:40:43+05:30
P-0001972,V-06,5,19.08934,72.866964,16.4,2026-06-16 07:41:00+05:30,2026-06-16 07:41:04+05:30
P-0001973,V-06,5,19.088455,72.867098,17.1,2026-06-16 07:41:19+05:30,2026-06-16 07:41:20+05:30
P-0001974,V-06,5,19.08759,72.866967,19.2,2026-06-16 07:41:41+05:30,2026-06-16 07:41:43+05:30
P-0001975,V-06,5,19.086955,72.867061,12.4,2026-06-16 07:42:01+05:30,2026-06-16 07:42:04+05:30
P-0001976,V-06,5,19.086186,72.866974,15.9,2026-06-16 07:42:20+05:30,2026-06-16 07:42:22+05:30
P-0001977,V-06,5,19.085242,72.867134,19.0,2026-06-16 07:42:42+05:30,2026-06-16 07:42:45+05:30
P-0001978,V-06,5,19.084633,72.867105,10.8,2026-06-16 07:43:01+05:30,2026-06-16 07:43:03+05:30
P-0001979,V-06,5,19.083828,72.8671,15.4,2026-06-16 07:43:18+05:30,2026-06-16 07:43:22+05:30
P-0001980,V-06,5,19.083173,72.867121,13.3,2026-06-16 07:43:36+05:30,2026-06-16 07:43:38+05:30
P-0001981,V-06,5,19.082386,72.867146,17.3,2026-06-16 07:43:59+05:30,2026-06-16 07:44:01+05:30
P-0001982,V-06,5,19.081653,72.867304,13.2,2026-06-16 07:44:17+05:30,2026-06-16 07:44:21+05:30
P-0001983,V-06,5,19.080789,72.867316,16.6,2026-06-16 07:44:40+05:30,2026-06-16 07:44:41+05:30
P-0001984,V-06,5,19.079908,72.867405,19.4,2026-06-16 07:45:02+05:30,2026-06-16 07:45:06+05:30
P-0001985,V-06,5,19.079017,72.867612,18.8,2026-06-16 07:45:25+05:30,2026-06-16 07:45:28+05:30
P-0001986,V-06,5,19.078077,72.867534,18.2,2026-06-16 07:45:47+05:30,2026-06-16 07:45:48+05:30
P-0001987,V-06,5,19.077388,72.867654,12.3,2026-06-16 07:46:07+05:30,2026-06-16 07:46:10+05:30
P-0001988,V-06,5,19.076455,72.867701,20.2,2026-06-16 07:46:29+05:30,2026-06-16 07:46:33+05:30
P-0001989,V-06,5,19.07564,72.867787,16.2,2026-06-16 07:46:51+05:30,2026-06-16 07:46:53+05:30
P-0001990,V-06,5,19.074756,72.868025,18.2,2026-06-16 07:47:13+05:30,2026-06-16 07:47:14+05:30
P-0001991,V-06,5,19.073842,72.868081,19.4,2026-06-16 07:47:36+05:30,2026-06-16 07:47:40+05:30
P-0001992,V-06,5,19.073058,72.868276,16.4,2026-06-16 07:47:54+05:30,2026-06-16 07:47:55+05:30
P-0001993,V-06,5,19.072356,72.868252,14.7,2026-06-16 07:48:14+05:30,2026-06-16 07:48:18+05:30
P-0001994,V-06,5,19.071662,72.868458,15.0,2026-06-16 07:48:32+05:30,2026-06-16 07:48:34+05:30
P-0001995,V-06,5,19.070883,72.86835,17.2,2026-06-16 07:48:52+05:30,2026-06-16 07:48:53+05:30
P-0001996,V-06,5,19.070284,72.868414,10.2,2026-06-16 07:49:10+05:30,2026-06-16 07:49:11+05:30
P-0001997,V-06,5,19.069566,72.868659,15.5,2026-06-16 07:49:28+05:30,2026-06-16 07:49:32+05:30
P-0001998,V-06,5,19.068641,72.868781,16.9,2026-06-16 07:49:50+05:30,2026-06-16 07:49:54+05:30
P-0001999,V-06,5,19.067902,72.868738,14.4,2026-06-16 07:50:10+05:30,2026-06-16 07:50:13+05:30
P-0002000,V-06,5,19.06712,72.868941,15.6,2026-06-16 07:50:32+05:30,2026-06-16 07:50:36+05:30
P-0002001,V-06,5,19.066174,72.868873,17.1,2026-06-16 07:50:52+05:30,2026-06-16 07:50:55+05:30
P-0002002,V-06,5,19.066234,72.869048,5.0,2026-06-16 07:51:15+05:30,2026-06-16 07:51:16+05:30
P-0002003,V-06,5,19.066256,72.868892,1.1,2026-06-16 07:51:37+05:30,2026-06-16 07:51:38+05:30
P-0002004,V-06,5,19.066113,72.86891,1.7,2026-06-16 07:51:56+05:30,2026-06-16 07:51:59+05:30
P-0002005,V-06,5,19.066233,72.869009,4.7,2026-06-16 07:52:15+05:30,2026-06-16 07:52:19+05:30
P-0002006,V-06,5,19.066203,72.868971,1.1,2026-06-16 07:52:32+05:30,2026-06-16 07:52:35+05:30
P-0002007,V-06,5,19.066264,72.868882,3.1,2026-06-16 07:52:54+05:30,2026-06-16 07:52:55+05:30
P-0002008,V-06,5,19.066148,72.869095,3.9,2026-06-16 07:53:12+05:30,2026-06-16 07:53:13+05:30
P-0002009,V-06,5,19.066143,72.869103,1.0,2026-06-16 07:53:30+05:30,2026-06-16 07:53:31+05:30
P-0002010,V-06,5,19.066211,72.869061,1.9,2026-06-16 07:53:47+05:30,2026-06-16 07:53:49+05:30
P-0002011,V-06,5,19.066158,72.86905,2.3,2026-06-16 07:54:08+05:30,2026-06-16 07:54:11+05:30
P-0002012,V-06,5,19.066136,72.868993,0.0,2026-06-16 07:54:30+05:30,2026-06-16 07:54:33+05:30
P-0002013,V-06,5,19.066085,72.869038,0.0,2026-06-16 07:54:50+05:30,2026-06-16 07:54:52+05:30
P-0002014,V-06,5,19.066269,72.869077,4.1,2026-06-16 07:55:11+05:30,2026-06-16 07:55:12+05:30
P-0002015,V-06,5,19.066166,72.868979,3.3,2026-06-16 07:55:31+05:30,2026-06-16 07:55:35+05:30
P-0002016,V-06,5,19.066219,72.869105,2.7,2026-06-16 07:55:51+05:30,2026-06-16 07:55:54+05:30
P-0002017,V-06,5,19.066124,72.869084,2.4,2026-06-16 07:56:14+05:30,2026-06-16 07:56:16+05:30
P-0002018,V-06,5,19.066284,72.869057,2.5,2026-06-16 07:56:32+05:30,2026-06-16 07:56:34+05:30
P-0002019,V-06,5,19.066266,72.868908,3.3,2026-06-16 07:56:52+05:30,2026-06-16 07:56:56+05:30
P-0002020,V-06,5,19.066304,72.869018,3.9,2026-06-16 07:57:13+05:30,2026-06-16 07:57:15+05:30
P-0002021,V-06,5,19.066245,72.868978,0.9,2026-06-16 07:57:35+05:30,2026-06-16 07:57:37+05:30
P-0002022,V-06,5,19.066104,72.869001,2.5,2026-06-16 07:57:53+05:30,2026-06-16 07:57:57+05:30
P-0002023,V-06,5,19.066175,72.868989,0.6,2026-06-16 07:58:14+05:30,2026-06-16 07:58:16+05:30
P-0002024,V-06,5,19.066085,72.868985,1.2,2026-06-16 07:58:31+05:30,2026-06-16 07:58:33+05:30
P-0002025,V-06,5,19.066316,72.868957,5.2,2026-06-16 07:58:52+05:30,2026-06-16 07:58:56+05:30
P-0002026,V-06,5,19.066139,72.8691,2.9,2026-06-16 07:59:13+05:30,2026-06-16 07:59:16+05:30
P-0002027,V-06,5,19.066104,72.86905,2.6,2026-06-16 07:59:33+05:30,2026-06-16 07:59:35+05:30
P-0002028,V-06,5,19.066117,72.869066,0.0,2026-06-16 07:59:50+05:30,2026-06-16 07:59:53+05:30
P-0002029,V-06,5,19.066212,72.869111,3.3,2026-06-16 08:00:10+05:30,2026-06-16 08:00:13+05:30
P-0002030,V-06,5,19.066233,72.868963,1.2,2026-06-16 08:00:33+05:30,2026-06-16 08:00:37+05:30
P-0002031,V-06,5,19.066279,72.869051,2.5,2026-06-16 08:00:54+05:30,2026-06-16 08:00:56+05:30
P-0002032,V-06,5,19.066311,72.868929,2.0,2026-06-16 08:01:17+05:30,2026-06-16 08:01:21+05:30
P-0002033,V-06,5,19.066162,72.868956,4.0,2026-06-16 08:01:39+05:30,2026-06-16 08:01:40+05:30
P-0002034,V-06,5,19.066126,72.869046,0.9,2026-06-16 08:01:59+05:30,2026-06-16 08:02:00+05:30
P-0002035,V-06,5,19.066261,72.86897,3.5,2026-06-16 08:02:21+05:30,2026-06-16 08:02:23+05:30
P-0002036,V-06,5,19.066315,72.868941,1.4,2026-06-16 08:02:44+05:30,2026-06-16 08:02:48+05:30
P-0002037,V-06,5,19.06631,72.869041,0.4,2026-06-16 08:03:05+05:30,2026-06-16 08:03:06+05:30
P-0002038,V-06,5,19.066112,72.869061,4.6,2026-06-16 08:03:23+05:30,2026-06-16 08:03:25+05:30
P-0002039,V-06,5,19.066179,72.869079,3.3,2026-06-16 08:03:46+05:30,2026-06-16 08:03:48+05:30
P-0002040,V-06,5,19.066271,72.868896,5.5,2026-06-16 08:04:03+05:30,2026-06-16 08:04:06+05:30
P-0002041,V-06,5,19.066153,72.868975,1.6,2026-06-16 08:04:21+05:30,2026-06-16 08:04:24+05:30
P-0002042,V-06,5,19.066175,72.86891,1.8,2026-06-16 08:04:43+05:30,2026-06-16 08:04:45+05:30
P-0002043,V-06,5,19.066299,72.869046,5.3,2026-06-16 08:05:00+05:30,2026-06-16 08:05:02+05:30
P-0002044,V-06,5,19.06612,72.868953,2.5,2026-06-16 08:05:23+05:30,2026-06-16 08:05:25+05:30
P-0002045,V-06,5,19.066228,72.86904,1.1,2026-06-16 08:05:42+05:30,2026-06-16 08:05:43+05:30
P-0002046,V-06,5,19.066081,72.868929,3.5,2026-06-16 08:06:04+05:30,2026-06-16 08:06:06+05:30
P-0002047,V-06,5,19.066284,72.868967,5.8,2026-06-16 08:06:21+05:30,2026-06-16 08:06:23+05:30
P-0002048,V-06,5,19.066175,72.86904,1.7,2026-06-16 08:06:44+05:30,2026-06-16 08:06:47+05:30
P-0002049,V-06,5,19.066155,72.869008,0.7,2026-06-16 08:07:03+05:30,2026-06-16 08:07:04+05:30
P-0002050,V-06,5,19.066214,72.869098,1.9,2026-06-16 08:07:20+05:30,2026-06-16 08:07:22+05:30
P-0002051,V-06,5,19.066305,72.869025,2.4,2026-06-16 08:07:41+05:30,2026-06-16 08:07:45+05:30
P-0002052,V-06,5,19.066243,72.869014,1.4,2026-06-16 08:08:00+05:30,2026-06-16 08:08:03+05:30
P-0002053,V-06,5,19.066191,72.869038,0.0,2026-06-16 08:08:22+05:30,2026-06-16 08:08:24+05:30
P-0002054,V-06,5,19.066283,72.868909,4.7,2026-06-16 08:08:45+05:30,2026-06-16 08:08:49+05:30
P-0002055,V-06,5,19.066147,72.868987,1.5,2026-06-16 08:09:03+05:30,2026-06-16 08:09:06+05:30
P-0002056,V-06,5,19.066139,72.868927,1.6,2026-06-16 08:09:20+05:30,2026-06-16 08:09:23+05:30
P-0002057,V-06,5,19.066116,72.869043,1.3,2026-06-16 08:09:43+05:30,2026-06-16 08:09:44+05:30
P-0002058,V-06,5,19.066166,72.868892,4.1,2026-06-16 08:10:04+05:30,2026-06-16 08:10:05+05:30
P-0002059,V-06,5,19.066284,72.869035,4.3,2026-06-16 08:10:24+05:30,2026-06-16 08:10:28+05:30
P-0002060,V-06,5,19.066163,72.869029,2.9,2026-06-16 08:10:42+05:30,2026-06-16 08:10:46+05:30
P-0002061,V-06,5,19.066159,72.869059,2.2,2026-06-16 08:11:01+05:30,2026-06-16 08:11:03+05:30
P-0002062,V-06,5,19.066128,72.869013,2.6,2026-06-16 08:11:23+05:30,2026-06-16 08:11:24+05:30
P-0002063,V-06,5,19.066124,72.869119,1.5,2026-06-16 08:11:42+05:30,2026-06-16 08:11:45+05:30
P-0002064,V-06,5,19.066102,72.869032,1.8,2026-06-16 08:12:01+05:30,2026-06-16 08:12:02+05:30
P-0002065,V-06,5,19.066268,72.869101,4.9,2026-06-16 08:12:23+05:30,2026-06-16 08:12:25+05:30
P-0002066,V-06,5,19.066262,72.868935,2.1,2026-06-16 08:12:45+05:30,2026-06-16 08:12:48+05:30
P-0002067,V-06,5,19.066166,72.868992,2.4,2026-06-16 08:13:03+05:30,2026-06-16 08:13:07+05:30
P-0002068,V-06,5,19.066269,72.869085,3.3,2026-06-16 08:13:25+05:30,2026-06-16 08:13:28+05:30
P-0002069,V-06,5,19.066133,72.868885,5.6,2026-06-16 08:13:45+05:30,2026-06-16 08:13:48+05:30
P-0002070,V-06,5,19.066229,72.869047,5.4,2026-06-16 08:14:07+05:30,2026-06-16 08:14:09+05:30
P-0002071,V-06,5,19.066111,72.86905,3.6,2026-06-16 08:14:30+05:30,2026-06-16 08:14:33+05:30
P-0002072,V-06,5,19.066234,72.869097,3.5,2026-06-16 08:14:50+05:30,2026-06-16 08:14:52+05:30
P-0002073,V-06,5,19.06613,72.868961,4.6,2026-06-16 08:15:09+05:30,2026-06-16 08:15:12+05:30
P-0002074,V-06,5,19.066239,72.869011,1.6,2026-06-16 08:15:26+05:30,2026-06-16 08:15:30+05:30
P-0002075,V-06,5,19.06613,72.869115,4.2,2026-06-16 08:15:48+05:30,2026-06-16 08:15:52+05:30
P-0002076,V-10,5,19.172685,72.956827,0.6,2026-06-16 07:02:00+05:30,2026-06-16 07:02:03+05:30
P-0002077,V-10,5,19.172465,72.956323,10.9,2026-06-16 07:02:20+05:30,2026-06-16 07:02:22+05:30
P-0002078,V-10,5,19.172101,72.955675,13.4,2026-06-16 07:02:39+05:30,2026-06-16 07:02:43+05:30
P-0002079,V-10,5,19.172037,72.955244,10.1,2026-06-16 07:02:56+05:30,2026-06-16 07:02:59+05:30
P-0002080,V-10,5,19.17175,72.954662,10.9,2026-06-16 07:03:16+05:30,2026-06-16 07:03:20+05:30
P-0002081,V-10,5,19.171571,72.954336,6.5,2026-06-16 07:03:33+05:30,2026-06-16 07:03:36+05:30
P-0002082,V-10,5,19.171431,72.953765,9.4,2026-06-16 07:03:51+05:30,2026-06-16 07:03:53+05:30
P-0002083,V-10,5,19.171161,72.953183,11.4,2026-06-16 07:04:12+05:30,2026-06-16 07:04:14+05:30
P-0002084,V-10,5,19.170977,72.952704,8.7,2026-06-16 07:04:29+05:30,2026-06-16 07:04:30+05:30
P-0002085,V-10,5,19.170739,72.952319,10.6,2026-06-16 07:04:52+05:30,2026-06-16 07:04:53+05:30
P-0002086,V-10,5,19.170531,72.951738,12.9,2026-06-16 07:05:10+05:30,2026-06-16 07:05:14+05:30
P-0002087,V-10,5,19.170213,72.951288,10.0,2026-06-16 07:05:30+05:30,2026-06-16 07:05:31+05:30
P-0002088,V-10,5,19.170058,72.950719,9.6,2026-06-16 07:05:48+05:30,2026-06-16 07:05:50+05:30
P-0002089,V-10,5,19.169853,72.950298,8.8,2026-06-16 07:06:05+05:30,2026-06-16 07:06:07+05:30
P-0002090,V-10,5,19.169454,72.949733,14.6,2026-06-16 07:06:27+05:30,2026-06-16 07:06:31+05:30
P-0002091,V-10,5,19.169202,72.949058,13.9,2026-06-16 07:06:48+05:30,2026-06-16 07:06:51+05:30
P-0002092,V-10,5,19.169211,72.948663,5.9,2026-06-16 07:07:06+05:30,2026-06-16 07:07:07+05:30
P-0002093,V-10,5,19.168854,72.948229,9.7,2026-06-16 07:07:23+05:30,2026-06-16 07:07:27+05:30
P-0002094,V-10,5,19.168574,72.947685,10.8,2026-06-16 07:07:42+05:30,2026-06-16 07:07:43+05:30
P-0002095,V-10,5,19.168458,72.947148,8.9,2026-06-16 07:08:04+05:30,2026-06-16 07:08:07+05:30
P-0002096,V-10,5,19.168143,72.946545,12.2,2026-06-16 07:08:26+05:30,2026-06-16 07:08:27+05:30
P-0002097,V-10,5,19.167882,72.945884,13.0,2026-06-16 07:08:44+05:30,2026-06-16 07:08:45+05:30
P-0002098,V-10,5,19.167624,72.945469,9.5,2026-06-16 07:09:05+05:30,2026-06-16 07:09:06+05:30
P-0002099,V-10,5,19.167547,72.945027,9.9,2026-06-16 07:09:23+05:30,2026-06-16 07:09:24+05:30
P-0002100,V-10,5,19.167301,72.944484,10.5,2026-06-16 07:09:40+05:30,2026-06-16 07:09:43+05:30
P-0002101,V-10,5,19.16679,72.944163,10.8,2026-06-16 07:09:59+05:30,2026-06-16 07:10:02+05:30
P-0002102,V-10,5,19.166616,72.943645,10.3,2026-06-16 07:10:16+05:30,2026-06-16 07:10:20+05:30
P-0002103,V-10,5,19.16631,72.943259,8.5,2026-06-16 07:10:35+05:30,2026-06-16 07:10:37+05:30
P-0002104,V-10,5,19.1659,72.942908,12.2,2026-06-16 07:10:56+05:30,2026-06-16 07:10:58+05:30
P-0002105,V-10,5,19.165395,72.942338,15.8,2026-06-16 07:11:19+05:30,2026-06-16 07:11:22+05:30
P-0002106,V-10,5,19.165029,72.941843,12.6,2026-06-16 07:11:40+05:30,2026-06-16 07:11:41+05:30
P-0002107,V-10,5,19.164767,72.941313,10.5,2026-06-16 07:11:58+05:30,2026-06-16 07:12:01+05:30
P-0002108,V-10,5,19.164575,72.941061,5.5,2026-06-16 07:12:16+05:30,2026-06-16 07:12:19+05:30
P-0002109,V-10,5,19.164127,72.940558,14.0,2026-06-16 07:12:39+05:30,2026-06-16 07:12:40+05:30
P-0002110,V-10,5,19.16379,72.939999,13.0,2026-06-16 07:13:02+05:30,2026-06-16 07:13:06+05:30
P-0002111,V-10,5,19.16333,72.939619,12.9,2026-06-16 07:13:20+05:30,2026-06-16 07:13:22+05:30
P-0002112,V-10,5,19.163004,72.939061,13.9,2026-06-16 07:13:42+05:30,2026-06-16 07:13:45+05:30
P-0002113,V-10,5,19.162508,72.938636,12.4,2026-06-16 07:14:05+05:30,2026-06-16 07:14:08+05:30
P-0002114,V-10,5,19.162208,72.938052,13.5,2026-06-16 07:14:23+05:30,2026-06-16 07:14:25+05:30
P-0002115,V-10,5,19.161971,72.937831,6.1,2026-06-16 07:14:40+05:30,2026-06-16 07:14:44+05:30
P-0002116,V-10,5,19.161516,72.937186,14.1,2026-06-16 07:15:02+05:30,2026-06-16 07:15:05+05:30
P-0002117,V-10,5,19.161312,72.936798,7.9,2026-06-16 07:15:20+05:30,2026-06-16 07:15:24+05:30
P-0002118,V-10,5,19.160922,72.936448,8.8,2026-06-16 07:15:40+05:30,2026-06-16 07:15:43+05:30
P-0002119,V-10,5,19.160516,72.935846,14.0,2026-06-16 07:16:02+05:30,2026-06-16 07:16:06+05:30
P-0002120,V-10,5,19.160283,72.935416,9.4,2026-06-16 07:16:23+05:30,2026-06-16 07:16:25+05:30
P-0002121,V-10,5,19.15991,72.934893,13.0,2026-06-16 07:16:44+05:30,2026-06-16 07:16:48+05:30
P-0002122,V-10,5,19.159576,72.934573,10.3,2026-06-16 07:17:01+05:30,2026-06-16 07:17:04+05:30
P-0002123,V-10,5,19.159191,72.934131,10.3,2026-06-16 07:17:19+05:30,2026-06-16 07:17:23+05:30
P-0002124,V-10,5,19.158859,72.933682,12.6,2026-06-16 07:17:39+05:30,2026-06-16 07:17:42+05:30
P-0002125,V-10,5,19.158471,72.933159,13.6,2026-06-16 07:18:02+05:30,2026-06-16 07:18:04+05:30
P-0002126,V-10,5,19.158039,72.932835,10.1,2026-06-16 07:18:20+05:30,2026-06-16 07:18:23+05:30
P-0002127,V-10,5,19.157744,72.93212,13.4,2026-06-16 07:18:43+05:30,2026-06-16 07:18:44+05:30
